paper,expset_accession,condition,dataset_label,biosource,biosample_type,biosample_category,tissue,treatments_summary,modifications_summary,assay_target,imaging_rounds,num_bio_reps,bio_rep_idx,trace_core_file_accession,trace_core_url,all_fofct_types,readout_resolution,region_size,cell_type_detail,treatment_detail
Bintu_2018_PMID30361340,4DNESL619Z5V,Chr21:28-30 Mb in A549 cells,Chromatin tracing of 2-Mb on chr21,A549,immortalized cells,immortalized cell line,A549,None,None,multiplexed FISH,3,1,1,4DNFIGLYJRQJ,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/0593b358-23b4-4320-ad7e-e8c26783f612/4DNFIGLYJRQJ.csv,FOF-CT - DNA-spot/trace core (csv),30 kb,chr21:28-30 Mb (65 x 30 kb = ~2 Mb),A549,None
Bintu_2018_PMID30361340,4DNEST5FUQKC,Chr21:28-30 Mb in K562 cells,Chromatin tracing of 2-Mb on chr21,K562,immortalized cells,immortalized cell line,K562,None,None,multiplexed FISH,2,1,1,4DNFIQCXMBU1,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/41e3adad-8bfa-4715-a049-8882065f30ac/4DNFIQCXMBU1.csv,FOF-CT - DNA-spot/trace core (csv),30 kb,chr21:28-30 Mb (65 x 30 kb = ~2 Mb),K562,None
Bintu_2018_PMID30361340,4DNESSXNNJUB,Chr21:28-30 Mb in IMR90 cells across cell cycle,Chromatin tracing of 2-Mb on chr21,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,5,1,1,4DNFIORVNYGB,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/135a2d39-6352-4a92-8e9b-dd5d9548ff0b/4DNFIORVNYGB.csv,FOF-CT - DNA-spot/trace core (csv) | FOF-CT - trace data (csv),30 kb,chr21:28-30 Mb (65 x 30 kb = ~2 Mb),IMR-90,None
Bintu_2018_PMID30361340,4DNES4XDIR9E,Chr21:28-30 Mb in IMR90 cells,Chromatin tracing of 2-Mb on chr21,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,3,1,1,4DNFI11HTWVQ,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8bdba778-31c5-4cd7-a616-b8c63fd6b954/4DNFI11HTWVQ.csv,FOF-CT - DNA-spot/trace core (csv),30 kb,chr21:28-30 Mb (65 x 30 kb = ~2 Mb),IMR-90,None
Bintu_2018_PMID30361340,4DNES97DWLA6,Chr21:18-20 Mb (no TADs) in IMR90 cells,Chromatin tracing of 2-Mb on chr21,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,3,1,1,4DNFII2E9PV7,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/729fd2b6-d927-499e-a2bd-ff82c32a4eed/4DNFII2E9PV7.csv,FOF-CT - DNA-spot/trace core (csv),30 kb,chr21:18.6-20.6 Mb (no-TAD region; 65 x 30 kb = ~2 Mb),IMR-90,None
Cheng_2021_PMID34749781,4DNESBR4BVOZ,"IMR90 cells, untreated, open chromatin region",Chromatin tracing of chrX,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,5,1,1,,,,30 kb,chrX:100.9-101.8 Mb (open chromatin; 28 x 30 kb = ~840 kb),IMR-90,None
Cheng_2021_PMID34749781,4DNESSJUM54F,"IMR90 cells, untreated, closed chromatin region",Chromatin tracing of chrX,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,5,1,1,,,,30 kb,chrX:77.7-78.5 Mb (closed chromatin; 28 x 30 kb = ~840 kb),IMR-90,None
Cheng_2021_PMID34749781,4DNES5XKLWKW,"IMR90 cells, DNA methylation inhibitor",Chromatin tracing of chrX,IMR-90,primary cells,primary cell line,IMR-90,"5-Aza-2Ê¹-Deoxycytidine treatment (10.0 Î¼M, 24.0h)",None,multiplexed FISH,5,1,1,,,,30 kb,chrX (28 x 30 kb = ~840 kb),IMR-90,"5-Aza-2ʼ-Deoxycytidine treatment (10.0 μM, 24.0h)"
Cheng_2021_PMID34749781,4DNES73TYNAK,"IMR90 cells, EZH2 methyltransferase inhibitor",Chromatin tracing of chrX,IMR-90,primary cells,primary cell line,IMR-90,"GSK126 treatment (1.0 Î¼M, 48.0h)",None,multiplexed FISH,5,1,1,,,,30 kb,chrX (28 x 30 kb = ~840 kb),IMR-90,"GSK126 treatment (1.0 μM, 48.0h)"
Cheng_2021_PMID34749781,4DNES4Y519FW,"IMR90 cells, hyper histone methylation",Chromatin tracing of chrX,IMR-90,primary cells,primary cell line,IMR-90,"DMOG treatment (2.5 mM, 12.0h)",None,multiplexed FISH,5,1,1,,,,30 kb,chrX (28 x 30 kb = ~840 kb),IMR-90,"DMOG treatment (2.5 mM, 12.0h)"
Cheng_2021_PMID34749781,4DNES82IH3OG,"IMR90 cells, transcription inhibitor",Chromatin tracing of chrX,IMR-90,primary cells,primary cell line,IMR-90,"Alpha-amanitin treatment (50.0 Î¼g/mL, 8.0h)",None,multiplexed FISH,5,1,1,,,,30 kb,chrX:77.7-78.5 Mb (28 x 30 kb = ~840 kb),IMR-90,"Alpha-amanitin treatment (50.0 μg/mL, 8.0h)"
Cheng_2021_PMID34749781,4DNESUDN4NP6,"IMR90 cells, HDAC inhibitors",Chromatin tracing of chrX,IMR-90,primary cells,primary cell line,IMR-90,"Trichostatin A treatment (100.0 ng/mL, 24.0h) and Sodium butyrate treatment (20.0 nM, 24.0h)",None,multiplexed FISH,5,1,1,,,,30 kb,chrX (28 x 30 kb = ~840 kb),IMR-90,"Trichostatin A treatment (100.0 ng/mL, 24.0h) and Sodium butyrate treatment (20.0 nM, 24.0h)"
Cheng_2021_PMID34749781,4DNESDQV4VNJ,"IMR90 cells, untreated",Chromatin tracing of chrX,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,5,2,1,,,,30 kb,chrX (28 x 30 kb = ~840 kb),IMR-90,None
Cheng_2021_PMID34749781,4DNESDQV4VNJ,"IMR90 cells, untreated",Chromatin tracing of chrX,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,5,2,2,,,,30 kb,chrX (28 x 30 kb = ~840 kb),IMR-90,None
Cheng_2021_PMID34749781,4DNESTJZUP4P,"RPE-1 cells, untreated",Chromatin tracing of chrX,RPE-hTERT,immortalized cells,immortalized cell line,RPE-hTERT,None,None,multiplexed FISH,5,1,1,,,,30 kb,chrX (28 x 30 kb = ~840 kb),RPE-hTERT,None
Nir_2018_PMID30586358,4DNESQN4JCAS,8 Mb walks on chr19,Super-resolution imaging of chromosome walks,GM23248,primary cells,primary cell line,GM23248,None,None,multiplexed FISH,23,6,1,,,,variable (0.4-1.8 Mb per segment),"chr19 (22 segments, ~8 Mb total)",GM23248,None
Nir_2018_PMID30586358,4DNESQN4JCAS,8 Mb walks on chr19,Super-resolution imaging of chromosome walks,GM23248,primary cells,primary cell line,GM23248,None,None,multiplexed FISH,23,6,2,,,,variable (0.4-1.8 Mb per segment),"chr19 (22 segments, ~8 Mb total)",GM23248,None
Nir_2018_PMID30586358,4DNESQN4JCAS,8 Mb walks on chr19,Super-resolution imaging of chromosome walks,GM23248,primary cells,primary cell line,GM23248,None,None,multiplexed FISH,23,6,3,,,,variable (0.4-1.8 Mb per segment),"chr19 (22 segments, ~8 Mb total)",GM23248,None
Nir_2018_PMID30586358,4DNESQN4JCAS,8 Mb walks on chr19,Super-resolution imaging of chromosome walks,GM23248,primary cells,primary cell line,GM23248,None,None,multiplexed FISH,23,6,4,,,,variable (0.4-1.8 Mb per segment),"chr19 (22 segments, ~8 Mb total)",GM23248,None
Nir_2018_PMID30586358,4DNESQN4JCAS,8 Mb walks on chr19,Super-resolution imaging of chromosome walks,GM23248,primary cells,primary cell line,GM23248,None,None,multiplexed FISH,23,6,5,,,,variable (0.4-1.8 Mb per segment),"chr19 (22 segments, ~8 Mb total)",GM23248,None
Nir_2018_PMID30586358,4DNESQN4JCAS,8 Mb walks on chr19,Super-resolution imaging of chromosome walks,GM23248,primary cells,primary cell line,GM23248,None,None,multiplexed FISH,23,6,6,,,,variable (0.4-1.8 Mb per segment),"chr19 (22 segments, ~8 Mb total)",GM23248,None
